区域,名称,景点id,类型,级别,热度,地址,特色,经纬度
巴厘岛,神鹰广场,3994884479,城市观光,,热度 0.0,"Jalan Kawasan Garuda Wisnu Kencana, Kuta, 印度尼西亚",是印度三位一体神之中的保护者,"115.167598339201,-8.81042265056016"
巴厘岛,京打马尼,2589593952,城市观光,,热度 0.0,亚洲-印度尼西亚,是印尼少有的清凉之地，适宜疗养,"115.0569312,8.3404524"
巴厘岛,巴厘岛树顶公园,137990767,运动健身,,热度 0.0,"Candikuning, Baturiti, Tabanan, Bali, 印度尼西亚",告诉你什么叫做“真正的冒险”,"115.153842,-8.27939"
巴黎,卢浮宫,2403245125,文化古迹,,热度 1.0,欧洲法国巴黎市中心的赛纳河北岸,巴黎的心脏,"2.35441979571829,48.8616490285656"
巴黎,凡尔赛宫,2354607430,文化古迹,,热度 1.0,欧洲-法国-巴黎,赫赫有名的凡尔赛宫等你来！,"2.12035539999999,48.8048649"
巴黎,巴黎迪士尼乐园,3999275004,公园,,热度 0.0,法国巴黎郊马恩河谷镇,有别其它迪斯尼乐园，有欧洲古典宫廷的感觉,"2.775804,48.872238"
巴黎,巴黎华特迪士尼影城,946015295,游乐场,,热度 0.0,"Place des Passagers du Vent, 77700 Chessy, 法国",法国继迪斯尼乐园又一迪士尼题材主题景区,"2.77580857055227,48.8722344"
巴黎,格雷万蜡像馆,2251385049,展馆,,热度 0.0,"10 Boulevard Montmartre, Paris, France",百年历史蜡像馆，给你在时光中游走的感觉,"2.342126,48.871864"
巴黎,埃菲尔铁塔,2961246236,城市观光,,热度 1.0,"Avenue Gustave Eiffel, Paris, France",巴黎的标志，首都的瞭望台,"2.29448197055228,48.8583742911289"
巴黎,塞纳河,2974721131,城市观光,,热度 1.0,"Port de la Bourdonnais, 75007, Paris 7e",乘船游塞纳河，在流动盛宴中，解读巴黎,"2.29619279503822,48.8623922872907"
巴黎,凯旋门,2223011395,城市观光,,热度 1.0,"Place Charles-de-Gaulle, Paris, France",了解法国历史之余，也可欣赏巴黎全景,"2.29502750000006,48.8737917"
巴黎,圣礼拜堂,962412969,城市观光,,热度 0.0,"8 Boulevard du Palais, 75001 Paris, 法国",一座哥特式礼拜堂,"2.34498699999995,48.85542"
巴黎,蒙田大街,2597285667,城市观光,,热度 0.0,"Avenue Montaigne, 75008 Paris",与乔治五世和香榭丽舍大街俗称黄金三角区,"2.30571889999999,48.8667174"
巴黎,巴黎城市通票,2551147820,城市观光,,热度 0.0,"Paris Pass Desk, Entree 4, Grand Rex Cinema",巴黎，有诉不尽的情愫，说不完的故事,"2.3477134,48.8529717"
巴黎,蒙帕纳斯大厦,3357400519,城市观光,,热度 0.0,"33, avenue du Maine，75015 Paris",让你将全巴黎的绚丽美景尽收眼底,"2.321999,48.841984"
巴黎,卢森堡公园,450205162,城市观光,,热度 1.0,巴黎市内卢森堡公园,宜人的风貌，巴黎左岸人遛达慢跑的好去处,"2.33716034889221,48.8462214825495"
巴黎,先贤祠,2709758651,城市观光,,热度 0.7,巴黎市中心塞纳河左岸的拉丁区,一座新古典风格的教堂,"2.34641379999994,48.8462218"
巴黎·蒙马特高地,爱墙,1498015290,城市观光,,热度 0.0,1P Square Jehan Rictus 75018 Paris,情侣巴黎必到之地,"2.33856850000006,48.8848032"
柏林,佩加蒙博物馆,3033415609,展馆,,热度 0.0,"Pergamon Museum, Bodestraße 1-3, 10178 Berlin",如果在柏林你只有去一个博物馆的时间,"13.3969,52.521183"
柏林,勃兰登堡门,1190958508,城市观光,,热度 1.0,"Pariser Platz, 10117 Berlin, 德国",以纪念普鲁士在七年战争取得的胜利,"13.3777041,52.5162746"
柏林,柏林大教堂,3308632674,城市观光,,热度 1.0,德国>柏林,一座文艺复兴时期风格的大教堂,"13.401078,52.5190608"
班武里府·华欣,华欣山丘葡萄园,3524489214,农家度假,,热度 0.0,Th Hua Hin-Pa Lu-U,风景优美的山谷,"99.710237,12.527887"
班武里府·华欣,华欣圣托里尼公园,858796996,游乐场,,热度 0.0,"Petchakasem Road, Amphoe Cha-Am, Phetchaburi, Thailand 76120",享受刺激项目，大人小孩的享乐天堂,"99.9333558999999,12.8305306"
北爱尔兰,卡里克索桥,547047661,城市观光,,热度 0.0,北安特里姆海岸上巴林托伊东部,是爱尔兰著名的一处景点,"-6.332358,55.2396599"
北爱尔兰·贝尔法斯特,泰坦尼克号游客中心,988713902,展馆,,热度 0.0,"1 Queens Rd, Titanic Quarter, Belfast BT3 9EP",以泰坦尼克为主题的大型景点,"-5.90966649999996,54.6079372"
北碧·北碧,桂河大桥,3445440327,城市观光,,热度 0.0,泰国北碧桂河大桥,连接泰国和缅甸的铁路中的一段,"99.5156243,14.0340733"
北海道,富田农场,947563160,农家度假,,热度 0.0,日本北海道空知郡中富良野町基线北15号,美丽花卉在此争妍斗艳，是北海道的代表景观,"142.427995,43.418149"
北海道,大仓山,385536519,运动健身,,热度 0.0,亚洲-日本-Sapporo,大仓山曾经是札幌冬季滑雪运动会选手的练习场地，有一高90米的滑雪跑道，设施完备，是冬季展示滑雪身手的理想地点。这里也是1,"141.290891317212,43.0518825791131"
北海道,藻岩山,1636207309,运动健身,,热度 0.0,札幌市中央区伏见5-3-7（藻岩山缆车山麓站）,从山顶的眺望台可以眺望市内全景,"141.3223927,43.0217993"
北荷兰省·阿姆斯特丹,阿姆斯特丹国立博物馆,2393147108,展馆,,热度 0.7,"Museumstraat 1, 1071 XX Amsterdam, 荷兰",藏有大量世界知名的艺术珍品,"4.88521879999996,52.359997190495"
北荷兰省·阿姆斯特丹,喜力啤酒博物馆,471375648,展馆,,热度 0.0,"Stadhouderskade 78, 1072 AE Amsterdam",参观啤酒制作过程，了解发展历史,"4.891691,52.357805"
北荷兰省·阿姆斯特丹,杜莎夫人蜡像馆,3611550405,展馆,,热度 0.0,Dam 20,你会看到很多栩栩如生的名人蜡像,"4.8926872015,52.3725927313"
北荷兰省·阿姆斯特丹,火车总站,3931049782,城市观光,,热度 0.0,荷兰阿姆斯特,建筑风格为荷兰新歌特式,"4.8831228,52.3763734"
北荷兰省·阿姆斯特丹,水坝广场,540961811,城市观光,,热度 0.0,荷兰阿姆斯特丹Dam Square,有历史的广场,"4.89263900000003,52.3730677"
北荷兰省·阿姆斯特丹,红灯区,1781966467,城市观光,,热度 0.0,"You will know it!, Amsterdam, The Netherlands",阿姆斯特丹合法的红灯区,"4.8983706459403,52.3734824573449"
北京·北京,北京奥森17滑四季滑雪场,2395527600,运动健身,,热度 0.0,北京市朝阳区奥森公园南园体育园（国奥村门内）,旱雪滑雪场，一年四季都能体验滑雪的乐趣,"116.389389,40.018615"
北京·北京·奥林匹克公园,奥林匹克森林公园,555325930,公园,,热度 0.0,北京市朝阳区安立路奥林匹克公园内,山环水绕的东方特色园林景观,"116.41400297219,40.022648108021"
北京·北京·奥林匹克公园,鸟巢,89108430,城市观光,5A景区,热度 0.8400000000000001,北京市朝阳区国家体育场南路1号奥林匹克公园内,北京的地标，中华民族崛起的象征,"116.404487,40.000484"
北京·北京·奥林匹克公园,水立方,899803366,城市观光,,热度 0.0,北京市朝阳区天辰东路11号奥林匹克公园内,中国的荣耀，阳光下的晶莹水滴,"116.396015,39.999061"
北京·北京·宝联体育公园,宝联体育公园游泳场,4151403373,运动健身,,热度 0.0,北京市海淀区北洼西里48号,露天泳池和大排档满足你的想象,"116.304454,39.942638"
北京·北京·昌平区,明十三陵,2269763832,文化古迹,5A景区,热度 0.72,北京市昌平区十三陵特区,气势磅礴的陵寝建筑群,"116.234094,40.300017"
北京·北京·昌平区,居庸关长城,2438040075,文化古迹,4A景区,热度 0.72,北京市昌平区南口镇居庸关长城,千年军事关口，地形险要，历史独特,"116.081732,40.295477"
北京·北京·昌平区,蟒山国家森林公园,953670832,公园,3A景区,热度 0.7,北京市昌平区蟒山路2号,休闲度假好去处,"116.285724,40.262224"
北京·北京·昌平区,洼里乡居楼,2896981832,农家度假,,热度 0.0,北京市昌平区秦北路与顺沙路交汇处北700米路东,亲子郊游的好去处,"116.465216,40.188072"
北京·北京·昌平区,温都水城,2070886743,游乐场,4A景区,热度 0.7,北京市昌平区北七家镇郑各庄村王府街55号,温泉健康养生，畅享水上嘉年华,"116.377917,40.108253"
北京·北京·昌平区,燕子湖水上乐园,3805621891,游乐场,,热度 0.0,北京市昌平区京银路与泰燕路交叉口东南150米燕子湖水乐园,人在水中走，身在林中游,"116.212891,40.299375"
北京·北京·昌平区,北京静之湖高山滑水乐园,796783302,游乐场,,热度 0.0,北京静之湖高山滑水,滑道可达500米,"116.447182,40.247762"
北京·北京·昌平区,浩泰冰上运动中心（天通苑店）,2347412687,运动健身,,热度 0.0,北京市昌平区立汤路186号龙德广场4楼,大型冰上运动娱乐游戏中心，让您乐享其中,"116.422285,40.066101"
北京·北京·昌平区,雪世界滑雪场,2894825242,运动健身,,热度 0.7,北京市昌平区十三陵镇小宫门,一年四季雪世界，滑雪赏冰、休闲娱乐,"116.204862,40.269857"
北京·北京·昌平区,军都山滑雪场,1306563785,运动健身,,热度 0.7,北京市昌平区崔村镇真顺村588号,军都山畅滑一季,"116.337745,40.242643"
北京·北京·昌平区,蓬莱游泳馆,439432453,运动健身,,热度 0.0,北京市昌平区北七家镇立汤路平西府路路口蓬莱公寓对面,您和家人放松身心的理想天地,"116.421646,40.131869"
北京·北京·昌平区,大唐俊秀健身俱乐部,165687644,运动健身,,热度 0.0,北京市昌平区回龙观风雅园二区1号回龙园公园会会所A段,浓缩三千年酱文化，领略时间的味道,"116.329566,40.088322"
北京·北京·昌平区,天通苑蓬莱游泳馆,2086924826,运动健身,,热度 0.0,北京市昌平区北七家镇立汤路平西府路口蓬莱公寓小区内,设施先进，配套齐全，游泳爱好者的选择,"116.421716,40.131819"
北京·北京·昌平区,西御园游泳馆,293737722,运动健身,,热度 0.0,北京市昌平区兴寿镇桃峪口水库西北侧,素有北京的,"116.450983,40.248637"
北京·北京·昌平区,静之湖滑雪场,111724352,运动健身,,热度 0.0,北京市昌平区兴寿镇桃峪口,三面环山滑雪度假区，专业滑雪体验,"116.447897,40.247723"
北京·北京·昌平区,名佳游泳馆,3946543801,运动健身,,热度 0.0,北京市昌平区北七家镇名佳花园三区,健身一条龙，游泳好去处,"116.425011,40.112455"
北京·北京·昌平区,北泽高尔夫俱乐部,1011156980,运动健身,,热度 0.0,北京昌平区王府街61号院（宏福创业园西侧200米）,享受绿色与阳光，体验高尔夫的无穷魅力,"116.373396,40.106363"
北京·北京·昌平区,崇学大厦游泳馆,570901737,运动健身,,热度 0.0,北京昌平区回龙观霍营农业部管理干部学院内,国际标准泳池,"116.374042,40.084775"
北京·北京·昌平区,丽水园小区游泳馆,2284402216,运动健身,,热度 0.0,北京昌平区天通苑丽水园小区(天通苑西单购物中心东侧),麻雀虽小，五脏俱全,"116.423201,40.072933"
北京·北京·昌平区,奥北阳光健身汇,1015156402,运动健身,,热度 0.0,北京市昌平区北七家宝迪大酒店五层,健身的理想选择,"116.420976,40.12312"
北京·北京·朝阳区,奥林匹克塔,3745554438,文化古迹,,热度 0.0,北京市朝阳区北五环仰山桥西1200米,错落有致的独立塔,"116.399387,40.014739"
北京·北京·朝阳区,奥林匹克公园,2199307902,公园,5A景区,热度 0.74,北京市朝阳区天辰东路11号,感受2008北京奥运的辉煌,"116.39611,39.994915"
北京·北京·朝阳区,朝阳公园,1412068775,公园,4A景区,热度 0.72,北京市朝阳区农展南路1号,在闹市中寻求一份安宁,"116.488432,39.951482"
北京·北京·朝阳区,蓝调薰衣草庄园,2853790261,农家度假,,热度 0.0,北京市朝阳区东苇路金盏楼梓庄蓝调庄园（首都机场第二高速紧邻焦沙环岛）,浪漫清新的紫色海洋，田园景观,"116.611316,39.96958"
北京·北京·朝阳区,北京欢乐谷,2769149828,游乐场,4A景区,热度 0.72,北京市朝阳区东四环小武基北路,七大主题园区带你畅享北京欢乐谷,"116.500803,39.873539"
北京·北京·朝阳区,in KIDS with LINE FRIENDS乐园,1091642830,游乐场,,热度 0.0,北京市朝阳建外大街2号北京银泰中心in01三层西侧,来自韩国的高端卡通主题乐园,"116.465816,39.91314"
北京·北京·朝阳区,乐翻了蹦床公园,2285325821,游乐场,,热度 0.0,北京市朝阳区孙河乡顺黄路77号乐翻了运动生态园,健康，休闲，亲近大自然”的世外桃源,"116.531757,40.064913"
北京·北京·朝阳区,开心哈乐儿童乐园康营易事达店,1328339277,游乐场,,热度 0.0,北京朝阳区康营家园易事达商场二楼,为孩子提供安全、有趣、益智的游乐空间,"116.550365,40.041395"
北京·北京·朝阳区,北京中华民族园,1738187329,展馆,,热度 0.72,北京市朝阳区民族园路1号(健翔桥东路口),中华各民族文化集萃地,"116.398488,39.989306"
北京·北京·朝阳区,中国科学技术馆,2732618148,展馆,4A景区,热度 0.0,北京市朝阳区北辰东路5号,通过亲身参与，加深对科学的理解和感悟,"116.405132,40.012256"
北京·北京·朝阳区,北京活的3D博物馆,2172588301,展馆,,热度 0.0,朝阳区酒仙桥路4号798艺术区751D-PARKC座C12,来，茄子,"116.506341,39.990016"
北京·北京·朝阳区,观复古典艺术博物馆,1811162990,展馆,,热度 0.7,北京市朝阳区大山子张万坟金南路18号,为公益性独立法人，接受社会各界的捐赠,"116.540744,40.013458"
北京·北京·朝阳区,中国紫檀博物馆,753845653,展馆,4A景区,热度 0.7,北京市朝阳区建国路23号,博物馆本身就是一件壮观珍贵的工艺品,"116.532392,39.916046"
北京·北京·朝阳区,798艺术区,4008663333,展馆,,热度 0.72,北京市朝阳区东北部酒仙桥718大院内,文化艺术资源独特，感受时尚艺术的熏陶,"116.501812,39.989747"
北京·北京·朝阳区,鸟巢3D美术馆,3748671799,展馆,,热度 0.0,北京市朝阳区国家体育场南路一号CAIA北京会展中心,超刺激的3D艺术体验,"116.403811,39.998988"
北京·北京·朝阳区,索尼探梦,48128343,展馆,,热度 0.0,北京市朝阳区朝阳公园南路1号朝阳公园内1号楼,尽情体验独特新颖的科技展品的无穷乐趣,"116.483299,39.948596"
北京·北京·朝阳区,央.美术馆,3649199232,展馆,,热度 0.0,北京市朝阳区朝阳公园路6号蓝色港湾国际商区14号楼3层,综合型当代艺术机构,"116.480735,39.954058"
北京·北京·朝阳区,通盛游泳馆,2934241244,运动健身,,热度 0.0,北京市朝阳区王四营南花园东路168号通盛会议中心1楼,一流的设备，一流的服务，超值的享受,"116.553125,39.889782"
北京·北京·朝阳区,特佳游泳馆,4140052740,运动健身,,热度 0.0,北京市朝阳区西坝河南路4号,罕见的空中阳光泳池，四季如春，池水清澈,"116.441419,39.963518"
北京·北京·朝阳区,松杨游泳馆,3645211206,运动健身,,热度 0.0,北京市朝阳区东四环北路10号院2号楼游泳馆（东风桥旁）,在水中肆意享受着流动的畅快,"116.506387,39.963677"
北京·北京·朝阳区,浩康健身中心,2343309987,运动健身,,热度 0.0,北京市朝阳区延静里中街18号3号楼B1层01－09号,减轻工作压力，强身健体,"116.491466,39.925422"
北京·北京·朝阳区,蓝调冰雪嘉年华,2373385399,运动健身,,热度 0.0,北京市朝阳区金盏乡楼梓庄,滑雪场设施采用国际化统一标准星级化管理,"116.609309,39.970403"
北京·北京·朝阳区,国家体育馆,352448430,运动健身,,热度 0.7,奥林匹克公园中心区的南部,"国家体育馆位于北京奥林匹克中心的东南部,总占地面积６．８７公顷,总建筑面积８．１万平方米,馆内体积５１万立方米２万人。主","116.390254,39.996578"
北京·北京·朝阳区,北苑温泉,4009341949,运动健身,,热度 0.0,北京市朝阳区双营路甲6号院北苑大酒店北门,天然温泉水，富含矿物质,"116.431827,40.042713"
